Company Name,Company Description,Logo Path,Original Link,Country,Founded,Industry,Sector,Employees,CEO,Address,Phone,Website,Ticker Symbol,Exchange,Fiscal Year,Reporting Currency,CIK Code,CUSIP Number,ISIN Number,SIC Code,IPO Date,Stock Type,Employer ID,IPO Price,Share Class
Royalty Pharma plc,"Royalty Pharma plc operates as a buyer of biopharmaceutical royalties and a funder of innovations in the biopharmaceutical industry in the United States.
It is also involved in the identification, evaluation, and acquisition of royalties on various biopharmaceutical therapies.
In addition, the company collaborates with innovators from academic institutions, research hospitals and not-for-profits, small and mid-cap biotechnology companies, and pharmaceutical companies.
Its portfolio consists of royalties on approximately 35 commercial products and 14 development-stage product candidates that address various therapeutic areas, such as rare disease, cancer, neuroscience, immunology, respiratory, infectious disease, hematology, and diabetes.
The company was founded in 1996 and is based in New York, New York.",Data/company_logos_stock_analysis\Royalty_Pharma_plc_logo.svg,https://stockanalysis.com/stocks/rprx/,United States,1996,Biotechnology,Healthcare,89,Pablo Legorreta,"110 East 59th Street
New York, New York 10022
United States",212 883 0200,royaltypharma.com,RPRX,NASDAQ,January - December,USD,0001802768,G7709Q104,GB00BMVP7Y09,2834,"Jun 16, 2020",,,$28.00,Class A Shares
United Therapeutics Corporation,"United Therapeutics Corporation, a biotechnology company, engages in the development and commercialization of products to address the unmet medical needs of patients with chronic and life-threatening diseases in the United States and internationally.
The company offers Tyvaso DPI, an inhaled dry powder via pre-filled and single-use cartridges; Tyvaso, an inhaled solution via ultrasonic nebulizer; Remodulin (treprostinil) injection to treat patients with pulmonary arterial hypertension (PAH) to diminish symptoms associated with exercise; Orenitram, a tablet dosage form of treprostinil, to delay disease progression and improve exercise capacity in PAH patients; and Adcirca, an oral PDE-5 inhibitor to enhance the exercise ability in PAH patients.
It also markets and sells Unituxin (dinutuximab) injection, a monoclonal antibody for treating high-risk neuroblastoma; and Remunity Pump, which contains a pump and separate controller for Remodulin.
In addition, the company engages in developing RemoPro and Ralinepag for the treatment of PAH; Aurora-GT, a gene therapy product to rebuild the blood vessels in the lungs; and Nebulized Tyvaso, for the treatment of idiopathic pulmonary fibrosis, as well as xenografts, which are development-stage organ products.
It has licensing and collaboration agreements with DEKA Research & Development Corp. to develop a semi-disposable system for the subcutaneous delivery of treprostinil; MannKind Corporation to develop and license treprostinil inhalation powder and the Dreamboat device; and Arena Pharmaceuticals, Inc. to develop Ralinepag.
The company was incorporated in 1996 and is headquartered in Silver Spring, Maryland.",Data/company_logos_stock_analysis\United_Therapeutics_Corporation_logo.svg,https://stockanalysis.com/stocks/uthr/,United States,1996,Biotechnology,Healthcare,"1,168",Martine Rothblatt,"1000 Spring Street
Silver Spring, Maryland 20910
United States",301 608 9292,unither.com,UTHR,NASDAQ,January - December,USD,0001082554,91307C102,US91307C1027,2834,"Jun 17, 1999",,52-1984749,,
"Moderna, Inc.","Moderna, Inc., a biotechnology company, discovers, develops, and commercializes messenger RNA therapeutics and vaccines for the treatment of infectious diseases, immuno-oncology, rare diseases, autoimmune, and cardiovascular diseases in the United States, Europe, and internationally.
Its respiratory vaccines include COVID-19, influenza, and respiratory syncytial virus, spikevax, and hMPV/PIV3 vaccines; latent vaccines comprise cytomegalovirus, epstein-barr virus, herpes simplex virus, varicella zoster virus, and human immunodeficiency virus vaccines; public health vaccines consists of Zika, Nipah, Mpox vaccines; and infectious diseases vaccines, such as lyme and norovirus vaccines.
The company also offers systemic secreted and cell surface therapeutics; cancer vaccines, such as personalized cancer, KRAS, and checkpoint vaccines; intratumoral immuno-oncology products; rare disease intracellular therapeutics; and inhaled pulmonary therapeutics.
It has strategic alliances and collaborations with AstraZeneca; Merck & Co., Inc; Vertex Pharmaceuticals Incorporated; Vertex Pharmaceuticals (Europe) Limited; Chiesi Farmaceutici S.p.A.; Metagenomi, Inc.; Carisma Therapeutics, Inc.; CytomX Therapeutics; Defense Advanced Research Projects Agency; Biomedical Advanced Research and Development Authority; Institute for Life Changing Medicines; The Bill & Melinda Gates Foundation; and OpenAI.
The company was formerly known as Moderna Therapeutics, Inc. and changed its name to Moderna, Inc. in August 2018.
Moderna, Inc. was founded in 2010 and is headquartered in Cambridge, Massachusetts.","Data/company_logos_stock_analysis\Moderna,_Inc._logo.svg",https://stockanalysis.com/stocks/mrna/,United States,2010,Biotechnology,Healthcare,"5,600",Stephane Bancel,"200 Technology Square
Cambridge, Massachusetts 02139
United States",617 714 6500,modernatx.com,MRNA,NASDAQ,January - December,USD,0001682852,60770K107,US60770K1079,2836,"Dec 7, 2018",Common Stock,81-3467528,,
Genmab A/S,"Genmab A/S develops antibody therapeutics for the treatment of cancer and other diseases primarily in Denmark.
The company markets DARZALEX, a human monoclonal antibody for the treatment of patients with multiple myeloma (MM); teprotumumab for the treatment of thyroid eye disease; and Amivantamab for advanced or metastatic gastric or esophageal cancer and NSCLC.
Its products include daratumumab to treat MM, non-MM blood cancers, and AL amyloidosis; GEN1047; tisotumab vedotin for treating cervical, ovarian, and solid cancers; DuoBody-PD-L1x4-1BB, and DuoBody-CD40x4-1BB for treating solid tumors; Epcoritamab for relapsed/refractory diffuse large B-cell lymphoma and chronic lymphocytic leukemia; and HexaBody-CD38 and GEN3017 for treating hematological malignancies.
In addition, the company develops Inclacumab, which is in Phase 3 trial for vaso-occlusive crises; Camidanlumab tesirine to treat hodgkin lymphoma and solid tumors; JNJ-64007957 and JNJ-64407564 to treat MM; PRV-015 for treating celiac disease; Mim8 for treating haemophilia A; and Lu AF82422 for treating multiple system atrophy disease.
It operates various active pre-clinical programs. The company has a commercial license and collaboration agreement with Seagen Inc. to co-develop tisotumab vedotin.
It also has a collaboration agreement with argenx to discover, develop, and commercialize novel therapeutic antibodies with applications in immunology and oncology; and AbbVie for the development of epcoritamab, as well as collaborations with BioNTech, Janssen, and Novo Nordisk A/S.
Genmab A/S was founded in 1999 and is headquartered in Copenhagen, Denmark.",,https://stockanalysis.com/stocks/gmab/,Denmark,1999,Biotechnology,Healthcare,"2,204",Jan G.J. de Winkel,"Carl Jacobsens Vej 30, Valby
Copenhagen, 2500
Denmark",45 70 20 27 28,genmab.com,GMAB,NASDAQ,January - December,DKK,0001434265,372303206,US3723032062,2834,,,,,
"Neurocrine Biosciences, Inc.","Neurocrine Biosciences, Inc. discovers, develops, and markets pharmaceuticals for neurological, neuroendocrine, and neuropsychiatric disorders in the United States and internationally.
The company’s products include INGREZZA for tardive dyskinesia and chorea associated with Huntington’s disease; ALKINDI for adrenal insufficiency; Efmody capsules for classic congenital adrenal hyperplasia; Orilissa tablets for endometriosis; and Oriahnn capsules to treat uterine fibroids.
Its product candidates in clinical development include valbenazine to treat dyskinetic cerebral palsy in pediatrics and adults; NBI-921352 to treat developmental and epileptic encephalopathy syndrome in pediatrics and adults; NBI-827104 to treat epileptic encephalopathy with continuous spike-and-wave during sleep; NBI-1076986 to treat movement disorders; crinecerfront to treat congenital adrenal hyperplasia in adults and children; EFMODY to treat congenital adrenal hyperplasia and adrenal insufficiency in adults; valbenazine for the adjunctive treatment of schizophrenia; NBI-1065845 for the treatment of inadequate response to treatment in major depressive disorder; luvadaxistat to treat cognitive impairment related to schizophrenia; NBI-1117568 for the treatment of schizophrenia; NBI-1070770 to treat major depressive disorder; NBI-1117570 for the treatment of symptoms of psychosis and cognition in neurological and neuropsychiatric conditions; and NBI-1117569, NBI-1117567, and NBI-1065890 to treat CNS indications.
The company also has license and collaboration agreements with Heptares Therapeutics Limited; Takeda Pharmaceutical Company Limited; Idorsia Pharmaceuticals Ltd; Xenon Pharmaceuticals Inc.; Voyager Therapeutics, Inc.; BIAL – Portela & Ca, S.A.; Mitsubishi Tanabe Pharma Corporation; and AbbVie Inc. The company was incorporated in 1992 and is headquartered in San Diego, California.","Data/company_logos_stock_analysis\Neurocrine_Biosciences,_Inc._logo.svg",https://stockanalysis.com/stocks/nbix/,United States,1992,Drug Manufacturers - Specialty & Generic,Healthcare,"1,400",Kyle Gano,"12780 El Camino Real
San Diego, California 92130
United States",858 617 7600,neurocrine.com,NBIX,NASDAQ,January - December,USD,0000914475,64125C109,US64125C1099,2836,"May 23, 1996",Common Stock,33-0525145,,
Viatris Inc.,"Viatris Inc. operates as a healthcare company worldwide.
The company operates in four segments: Developed Markets, Greater China, JANZ, and Emerging Markets. It offers prescription brand drugs, generic drugs, complex generic drugs, biosimilars, and active pharmaceutical ingredients (APIs).
The company offers drugs in various therapeutic areas, including noncommunicable and infectious diseases; biosimilars in the areas of oncology, immunology, endocrinology, ophthalmology, and dermatology; and APIs for antibacterial, central nervous system agents, antihistamines/antiasthmatics, cardiovascular, antivirals, antidiabetics, antifungals, and proton pump inhibitor areas, as well as support services, such as diagnostic clinics, educational seminars, and digital tools to help patients better manage their health.
It provides it medicines in the form of oral solid doses, injectables, complex dosage forms, and APIs to retail and pharmacy establishments, wholesalers and distributors, payers, insurers and governments, and institutions.
The company distributes its products through pharmaceutical wholesalers/distributors, pharmaceutical retailers, institutional pharmacies, mail-order and e-commerce pharmacies, and specialty pharmacies.
It sells its products under the Lyrica, Lipitor, Creon, Influvac, Wixela Inhub, EpiPen auto-injector, Fraxiparine, and Yupelri; Norvasc and Viagra; AMITIZA, Lipacreon, and Effexor; and Celebrex and ARV names, as well as glargine and SEMGLEE names.
The company has collaboration and licensing agreements with Revance Therapeutics, Inc.; and Momenta Pharmaceuticals, Inc. Viatris Inc. was founded in 1961 and is headquartered in Canonsburg, Pennsylvania.",Data/company_logos_stock_analysis\Viatris_Inc._logo.svg,https://stockanalysis.com/stocks/vtrs/,United States,1961,Drug Manufacturers - Specialty & Generic,Healthcare,"38,000",Scott Smith,"1000 Mylan Boulevard
Canonsburg, Pennsylvania 15317
United States",724 514 1800,viatris.com,VTRS,NASDAQ,January - December,USD,0001792044,92556V106,US92556V1061,2834,,Common Stock,83-4364296,,
Incyte Corporation,"Incyte Corporation, a biopharmaceutical company, engages in the discovery, development, and commercialization of therapeutics for hematology/oncology, and inflammation and autoimmunity areas in the United States and internationally.
The company offers JAKAFI (ruxolitinib) for treatment of intermediate or high-risk myelofibrosis, polycythemia vera, and steroid-refractory acute graft-versus-host disease; MONJUVI (tafasitamab-cxix)/MINJUVI (tafasitamab) for relapsed or refractory diffuse large B-cell lymphoma; PEMAZYRE (pemigatinib), a fibroblast growth factor receptor kinase inhibitor that act as oncogenic drivers in liquid and solid tumor types; ICLUSIG (ponatinib) to treat chronic myeloid leukemia and Philadelphia-chromosome positive acute lymphoblastic leukemia; and ZYNYZ (retifanlimab-dlwr) to treat adults with metastatic or recurrent locally advanced Merkel cell carcinoma, as well as OPZELURA cream for treatment of atopic dermatitis.
Its clinical stage products include retifanlimab under Phase 3 clinical trials for squamous cell carcinoma of the anal canal and non-small cell lung cancer; axatilimab, an anti-CSF-1R monoclonal antibody under Phase 2 that is being developed as a therapy for patients with chronic GVHD; INCA033989 to inhibit oncogenesis; INCB160058, which is being developed as a disease-modifying therapeutic; and INCB99280 and INCB99318 for the treatment solid tumors.
The company also develops INCB123667, INCA32459, and INCA33890, as well as Ruxolitinib cream, Povorcitinib, and INCA034460.
It has collaboration out-license agreements with Novartis and Lilly; in-license agreements with Agenus, Merus, MacroGenics, and Syndax; and collaboration and license agreement with China Medical System Holdings Limited for the development and commercialization of povorcitinib.
The company sells its products to specialty, retail, and hospital pharmacies, distributors, and wholesalers.
The company was formerly known as Incyte Genomics Inc and changed its name to Incyte Corporation in March 2003.
Incyte Corporation was incorporated in 1991 and is headquartered in Wilmington, Delaware.",Data/company_logos_stock_analysis\Incyte_Corporation_logo.svg,https://stockanalysis.com/stocks/incy/,United States,1991,Biotechnology,Healthcare,"2,524",Herve Hoppenot,"1801 Augustine Cut-Off
Wilmington, Delaware 19803
United States",302 498 6700,incyte.com,INCY,NASDAQ,January - December,USD,0000879169,45337C102,US45337C1027,8731,"Nov 4, 1993",,94-3136539,,
Summit Therapeutics Inc.,"Summit Therapeutics Inc., a biopharmaceutical company, focuses on discovery, development, and commercialization of patient, physician, caregiver, and societal friendly medicinal therapies in the United States, and the United Kingdom.
The company’s lead development candidate is Ivonescimab, a bispecific antibody for immunotherapy through blockade of PD-1 with the anti-angiogenesis; and anti-infectives portfolio includes SMT-738, a novel class of precision antibiotics for the treatment of multidrug resistant infections, which primarily includes carbapenem-resistant Enterobacteriaceae infections.
It has a collaboration and license agreement with Akeso, Inc. and its affiliates to develop and commercialize ivonescimab, as well as strategic collaboration with The University of Texas MD Anderson Cancer Center for the purpose of accelerating the development of ivonescimab.
The company was founded in 2003 and is headquartered in Miami, Florida.",Data/company_logos_stock_analysis\Summit_Therapeutics_Inc._logo.svg,https://stockanalysis.com/stocks/smmt/,United States,2003,Biotechnology,Healthcare,105,Robert W. Duggan,"601 Brickell Key Drive, Suite 1000
Miami, Florida 33131
United States",650 460 8308,summittxinc.com,SMMT,NASDAQ,January - December,USD,0001599298,86627T108,US86627T1088,2834,,,37-1979717,,
Dr. Reddy's Laboratories Limited,"Dr. Reddy's Laboratories Limited, together with its subsidiaries, operates as an integrated pharmaceutical company worldwide.
It operates through Global Generics, Pharmaceutical Services and Active Ingredients (PSAI), and Others segments.
The company’s Global Generics segment manufactures and markets prescription and over-the-counter finished pharmaceutical products that are marketed under a brand name or as a generic finished dosages with therapeutic equivalence to branded formulations, as well as engages in the biologics business.
The PSAI segment manufactures and markets active pharmaceutical ingredients and intermediates, which are principal ingredients for finished pharmaceutical products.
This segment also provides contract research services; and manufactures and sells active pharmaceutical ingredients and steroids in accordance with the specific customer requirements.
The Others segment engages in developing therapies in the fields of oncology and inflammation; research and development of differentiated formulations; and provides digital healthcare and information technology enabled business support services.
The company offers its products for various therapeutic categories primarily include gastro-intestinal, cardiovascular, anti-diabetic, dermatology, oncology, respiratory, stomatology, urology, and nephrology.
Dr. Reddy's Laboratories Limited was incorporated in 1984 and is headquartered in Hyderabad, India.",Data/company_logos_stock_analysis\Dr._Reddy's_Laboratories_Limited_logo.svg,https://stockanalysis.com/stocks/rdy/,India,1984,Drug Manufacturers - Specialty & Generic,Healthcare,"27,048",Erez Israeli,"8-2-337, Road No. 3, Banjara Hills
Hyderabad, 500034
India",91 40 4900 2900,drreddys.com,RDY,NYSE,April - March,INR,0001135951,256135203,US2561352038,2834,,,,,
BioMarin Pharmaceutical Inc.,"BioMarin Pharmaceutical Inc. engages in the development and commercialization of therapies for people with serious and life-threatening rare diseases and medical conditions.
Its commercial products include Vimizim, an enzyme replacement therapy for the treatment of mucopolysaccharidosis (MPS) IV type A, a lysosomal storage disorder; Naglazyme, a recombinant form of N-acetylgalactosamine 4-sulfatase for patients with MPS VI; and Kuvan, a proprietary synthetic oral form of 6R-BH4 that is used to treat patients with phenylketonuria (PKU), an inherited metabolic disease.
The company’s commercial products also comprise Palynziq, a PEGylated recombinant phenylalanine ammonia lyase enzyme, which is delivered through subcutaneous injection to reduce blood Phe concentrations; Brineura, a recombinant human tripeptidyl peptidase 1 for the treatment of patients with ceroid lipofuscinosis type 2, a form of Batten disease; Voxzogo, a once daily injection analog of c-type natriuretic peptide for the treatment of achondroplasia; and Aldurazyme, a purified protein designed to be identical to a naturally occurring form of the human enzyme alpha-L-iduronidase.
In addition, it develops Roctavian, an adeno associated virus vector, for the treatment of patients with severe hemophilia A.
The company serves specialty pharmacies, hospitals, and non-U.S. government agencies, as well as distributors and pharmaceutical wholesalers in the United States, Europe, Latin America, and internationally.
It has license and collaboration agreements with Sarepta Therapeutics; Ares Trading S.A.; Catalyst Pharmaceutical Partners, Inc.; and CAMP4 Therapeutics Corporation.
The company was incorporated in 1996 and is headquartered in San Rafael, California.",Data/company_logos_stock_analysis\BioMarin_Pharmaceutical_Inc._logo.svg,https://stockanalysis.com/stocks/bmrn/,United States,1996,Biotechnology,Healthcare,"3,401",Alexander Hardy,"770 Lindaro Street
San Rafael, California 94901
United States",415 506 6700,biomarin.com,BMRN,NASDAQ,January - December,USD,0001048477,09061G101,US09061G1013,2834,"Jul 23, 1999",Common Stock,68-0397820,,
"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery and development of RNA-targeted therapeutics, gene therapies, and other genetic therapeutic modalities for the treatment of rare diseases.
It offers EXONDYS 51 injection to treat duchenne muscular dystrophy (duchenne) in patients with confirmed mutation of the dystrophin gene that is amenable to exon 51 skipping; VYONDYS 53 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene that is amenable to exon 53 skipping; AMONDYS 45 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene; and ELEVIDYS, an adeno-associated virus based gene therapy for the treatment of ambulatory pediatric patients aged 4 through 5 years with duchenne with a confirmed mutation in the duchenne gene.
The company is also developing SRP-5051, a peptide conjugated PMO that binds exon 51 of dystrophin pre-mRNA; and SRP-9003, a limb-girdle muscular dystrophies gene therapy program.
It has collaboration and license agreements with F. Hoffman-La Roche Ltd; Nationwide Children’s Hospital; Genevant Sciences; University of Florida; Dyno Therapeutics; Hansa Biopharma; Duke University; Genethon; and StrideBio.
The company was incorporated in 1980 and is headquartered in Cambridge, Massachusetts.","Data/company_logos_stock_analysis\Sarepta_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/srpt/,United States,1980,Biotechnology,Healthcare,"1,314",Douglas Ingram,"215 First Street, Suite 415
Cambridge, Massachusetts 02142
United States",617 274 4000,sarepta.com,SRPT,NASDAQ,January - December,USD,0000873303,803607100,US8036071004,2834,"Jun 3, 1997",Common Stock,93-0797222,,
Bio-Techne Corporation,"Bio-Techne Corporation, together with its subsidiaries, develops, manufactures, and sells life science reagents, instruments, and services for the research, diagnostics, and bioprocessing markets worldwide.
The company operates through two segments, Protein Sciences, and Diagnostics and Genomics. The Protein Sciences segment develops and manufactures biological reagents used in various aspects of life science research, diagnostics, and cell and gene therapy, such as cytokines and growth factors, antibodies, small molecules, tissue culture sera, and cell selection technologies.
This segment also offers proteomic analytical tools for automated western blot and multiplexed ELISA workflow consists of manual and automated protein analysis instruments and immunoassays for use in quantifying proteins in various biological fluids.
The Diagnostics and Genomics segment develops and manufactures diagnostic products, including controls, calibrators, and diagnostic assays for regulated diagnostics market, exosome-based molecular diagnostic assays, advanced tissue-based in-situ hybridization assays for spatial genomic and tissue biopsy analysis, and genetic and oncology kits for research and clinical applications; and sells products for genetic carrier screening, oncology diagnostics, molecular controls, and research, as well as instruments and process control products for hematology, blood chemistry and gases, and coagulation controls and reagents used in various diagnostic applications.
The company has strategic partnership with ALZpath, Inc. to accelerate breakthroughs in neurodegenerative disease research and treatment, including Alzheimer's disease.
The company was formerly known as Techne Corporation and changed its name to Bio-Techne Corporation in November 2014.
Bio-Techne Corporation was incorporated in 1976 and is headquartered in Minneapolis, Minnesota.",Data/company_logos_stock_analysis\Bio-Techne_Corporation_logo.svg,https://stockanalysis.com/stocks/tech/,United States,1976,Biotechnology,Healthcare,"3,050",Kim Kelderman,"614 McKinley Place N.E.
Minneapolis, Minnesota 55413
United States",612 379 8854,bio-techne.com,TECH,NASDAQ,July - June,USD,0000842023,09073M104,US09073M1045,2836,"Feb 9, 1989",Common Stock,41-1427402,,
Insmed Incorporated,"Insmed Incorporated, a biopharmaceutical company, develops and commercializes therapies for patients with serious and rare diseases in the United States, Europe, Japan, and internationally.
The company offers ARIKAYCE for the treatment of Mycobacterium avium complex lung disease as part of a combination antibacterial drug regimen for adult patients.
It is also developing Brensocatib, an oral reversible inhibitor of dipeptidyl peptidase 1 for the treatment of patients with bronchiectasis and other neutrophil-mediated diseases; and Treprostinil Palmitil Inhalation Powder, an inhaled formulation of a treprostinil prodrug treprostinil palmitil for the treatment of pulmonary hypertension associated with interstitial lung disease and pulmonary arterial hypertension.
The company was founded in 1988 and is headquartered in Bridgewater, New Jersey.",Data/company_logos_stock_analysis\Insmed_Incorporated_logo.svg,https://stockanalysis.com/stocks/insm/,United States,1988,Biotechnology,Healthcare,912,William Lewis,"700 US Highway 202/206
Bridgewater, New Jersey 08807
United States",908 977 9900,insmed.com,INSM,NASDAQ,January - December,USD,0001104506,457669307,US4576693075,2834,"Jun 1, 2000",Common Stock,54-1972729,,
